id,palace_id,peg_code,beast_name,beast_source,sensory_channel,is_smashed,sort_order
BEAST_COMMUNICATION_P,PALACE_COMMUNICATIO_03,P,panther,Lynne Kelly,visual,0,4
BEAST_COMMUNICATION_Q,PALACE_COMMUNICATIO_03,Q,rat,Lynne Kelly,auditory,0,5
BEAST_COMMUNICATION_04_R,PALACE_COMMUNICATIO_04,R,rat,Lynne Kelly,visual,0,1
BEAST_COMMUNICATION_04_S,PALACE_COMMUNICATIO_04,S,skull,Lynne Kelly,auditory,0,2
BEAST_COMMUNICATION_04_T,PALACE_COMMUNICATIO_04,T,toucan,Lynne Kelly,tactile,0,3
BEAST_COMMUNICATION_04_U,PALACE_COMMUNICATIO_04,U,unicorn,Lynne Kelly,thermal,0,4
BEAST_COMMUNICATION_04_V,PALACE_COMMUNICATIO_04,V,vulture,Lynne Kelly,gustatory,0,5
BEAST_COMMUNICATIO_05_W,PALACE_COMMUNICATIO_05,W,wombat,Lynne Kelly,tactile,0,1
BEAST_COMMUNICATIO_05_X,PALACE_COMMUNICATIO_05,X,"Xena, warrior woman",Lynne Kelly,auditory,0,2
BEAST_COMMUNICATIO_05_Y,PALACE_COMMUNICATIO_05,Y,yak,Lynne Kelly,visual,0,3
BEAST_COMMUNICATIO_05_Z,PALACE_COMMUNICATIO_05,Z,Zeus,Lynne Kelly,olfactory,0,4
BEAST_COMMUNICATIO_05_Aa,PALACE_COMMUNICATIO_05,Aa,aardvark,Lynne Kelly,gustatory,0,5
BEAST_COMMUNICATIO_06_Ab,PALACE_COMMUNICATIO_06,Ab,Abyssinian cat,Lynne Kelly,auditory,0,1
BEAST_COMMUNICATIO_06_Ac,PALACE_COMMUNICATIO_06,Ac,acorn,Lynne Kelly,olfactory,0,2
